close,volume,date,high,low,open
124785186.538053,105057935539172.28,2018-04-27 23:59:59.999000+00:00,130178397.15328597,124785186.538053,129000395.92281751
129803651.30855948,108379088911331.4,2018-04-28 23:59:59.999000+00:00,130686867.48043424,124020684.40426414,124121757.44137348
130783926.8847311,122923907665887.56,2018-04-29 23:59:59.999000+00:00,132344741.90426192,127654662.80758348,129774905.019497
128536047.78326316,120437379199968.2,2018-04-30 23:59:59.999000+00:00,131400541.225585,127372818.97943813,130881542.23141076
126845425.83990298,107288106864690.12,2018-05-01 23:59:59.999000+00:00,128749289.169982,123674502.78326088,128687943.89654449
128748723.710869,105134003819569.1,2018-05-02 23:59:59.999000+00:00,129035882.26555637,125580895.30280194,126644980.5664654
135780693.999069,142289756200884.3,2018-05-03 23:59:59.999000+00:00,136539729.63871768,128312520.20504746,128721537.98821276
135180087.33402973,114515459489318.42,2018-05-04 23:59:59.999000+00:00,136273154.7217254,133580352.05570889,135106792.50004533
137373325.69340545,106629781670435.78,2018-05-05 23:59:59.999000+00:00,138855307.50004658,135101498.83305314,135173405.61039692
134539635.27836546,100642474475553.77,2018-05-06 23:59:59.999000+00:00,138515846.00102302,131898258.75004426,137194388.8623507
